Word,Singular,Plural
Napkin,Die Serviette,Die Servietten
Laundry,Die Wäsche,-
Option,Die Option,Die Optionen
Rack,Das Regal,Die Regale
Request,Die Anfrage,Die Anfragen
Jail,Das Gefängnis,Die Gefängnisse
Grandpa,Der Opa,Die Opas
Ranch,Die Ranch,Die Ranches
Dot,Der Punkt,Die Punkte
Script,Das Skript,Die Skripte
Mall,Das Einkaufszentrum,Die Einkaufszentren
Ford,Die Furt,Die Furten
Exercise,Die Übung,Die Übungen
Widow,Die Witwe,Die Witwen
Crow,Die Krähe,Die Krähen
Thread,Der Faden,Die Fäden
Suicide,Der Selbstmord,Die Selbstmorde
Notice,Das Hinweis,Die Hinweise
Sunset,Der Sonnenuntergang,Die Sonnenuntergänge
Gallery,Die Galerie,Die Galerien
Vessel,Das Gefäß,Die Gefäße
Thunder,Der Donner,-
Soap,Die Seife,Die Seifen
Whiskey,Der Whisky,-
Female,Die Frau,Die Frauen
Mayor,Der Bürgermeister,Die Bürgermeister
Stroke,Der Schlaganfall,Die Schlaganfälle
Click,Der Klick,Die Klicks
Reputation,Der Ruf,Die Rufe
Miller,Der Müller,Die Müller
Council,Der Rat,Die Räte
Schedule,Der Zeitplan,Die Zeitpläne
Cemetery,Der Friedhof,Die Friedhöfe
Struggle,Der Kampf,Die Kämpfe
Instinct,Der Instinkt,Die Instinkte
Calm,Die Ruhe,-
Employee,Der Mitarbeiter,Die Mitarbeiter
Nest,Das Nest,Die Nester
Limit,Die Grenze,Die Grenzen
German,Der Deutsche,Die Deutschen
Monk,Der Mönch,Die Mönche
Worm,Der Wurm,Die Würmer
Document,Das Dokument,Die Dokumente
Sadness,Die Trauer,-
Hut,Der Hut,Die Hüte
Lifetime,Das Leben,Die Leben
Dancer,Der Tänzer,Die Tänzer
Insurance,Die Versicherung,Die Versicherungen
Difficulty,Die Schwierigkeit,Die Schwierigkeiten
Mattress,Die Matratze,Die Matratzen
Male,Der Mann,Die Männer
Clinic,Die Klinik,Die Kliniken
Ad,Die Anzeige,Die Anzeigen
Mug,Der Becher,Die Becher
Kit,Das Set,Die Sets
Communication,Die Kommunikation,Die Kommunikationen
Disaster,Die Katastrophe,Die Katastrophen
Tile,Die Fliese,Die Fliesen
Receiver,Der Empfänger,Die Empfänger
Roar,Das Gebrüll,-
Troop,Die Truppe,Die Truppen
Coffin,Der Sarg,Die Särge
Friendship,Die Freundschaft,Die Freundschaften
Investigation,Die Untersuchung,Die Untersuchungen
Sale,Der Verkauf,Die Verkäufe
Goal,Das Tor,Die Tore
Ambulance,Der Krankenwagen,Die Krankenwagen
Moonlight,Das Mondschein,-
Ward,Die Station,Die Stationen
Trousers,Die Hose,Die Hosen
Wool,Die Wolle,-
Mac,Der Regenmantel,Die Regenmäntel
Minister,Der Minister,Die Minister
Entry,Der Eintrag,Die Einträge
Thief,Der Dieb,Die Diebe
Briefcase,Der Aktenkoffer,Die Aktentaschen
Pity,Das Mitleid,-
Fingertip,Die Fingerspitze,Die Fingerspitzen
Navy,Die Marine,Die Marinen
Insect,Das Insekt,Die Insekten
Velvet,Der Samt,-
Bee,Die Biene,Die Bienen
Cane,Der Stock,Die Stöcke
Gene,Das Gen,Die Gene
Salad,Der Salat,Die Salate
Windshield,Die Windschutzscheibe,Die Windschutzscheiben
Outfit,Das Outfit,Die Outfits
Shuttle,Das Shuttle,Die Shuttle
Shout,Der Schrei,Die Schreie
Fury,Die Wut,-
Challenge,Die Herausforderung,Die Herausforderungen
Satisfaction,Die Zufriedenheit,-
Motor,Der Motor,Die Motoren
Product,Das Produkt,Die Produkte
Weed,Das Unkraut,-
Stretch,Der Stretch,-
Gym,Das Fitnessstudio,Die Fitnessstudios
Capital,Die Hauptstadt,Die Hauptstädte
Rim,Der Rand,Die Ränder
Paw,Die Pfote,Die Pfoten
Fort,Das Fort,Die Forts
Cost,Die Kosten,-
Poster,Das Poster,Die Poster
Vampire,Der Vampir,Die Vampire
Shaft,Der Schaft,Die Schäfte
Identity,Die Identität,Die Identitäten
Pavement,Der Gehweg,Die Gehwege
Asshole,Das Arschloch,Die Arschlöcher
Strap,Das Band,Die Bänder
Parlor,Der Salon,Die Salons
Harbor,Der Hafen,Die Häfen
Example,Das Beispiel,Die Beispiele
Web,Das Netz,Die Netze
Golf,Der Golf,(usually uncountable)
Crap,Der Mist,(usually uncountable)
Delight,Die Freude,(usually uncountable)
Quilt,Die Steppdecke,Die Steppdecken
Tax,Die Steuer,Die Steuern
Fold,Die Falte,Die Falten
Portrait,Das Porträt,Die Porträts
Tissue,Das Gewebe,Die Gewebe
Belief,Der Glaube,Die Glauben
Costume,Das Kostüm,Die Kostüme
Measure,Das Maß,Die Maße
Carriage,Die Kutsche,Die Kutschen
Guitar,Die Gitarre,Die Gitarren
Knight,Der Ritter,Die Ritter
Rank,Der Rang,Die Ränge
Major,Der Major,Die Majore
Fountain,Der Brunnen,Die Brunnen
Stall,Der Stall,Die Ställe
Load,Die Ladung,Die Ladungen
Spark,Der Funke,Die Funken
Waste,Der Abfall,(usually uncountable)
Champagne,Der Champagner,(usually uncountable)
District,Der Bezirk,Die Bezirke
Protection,Der Schutz,(usually uncountable)
Judgment,Das Urteil,Die Urteile
Sympathy,Das Mitgefühl,(usually uncountable)
Violet,Das Veilchen,Die Veilchen
Impact,Der Aufprall,Die Aufprälle
Disappointment,Die Enttäuschung,Die Enttäuschungen
Drinking,Das Trinken,(usually uncountable)
Consciousness,Das Bewusstsein,(usually uncountable)
Handkerchief,Das Taschentuch,Die Taschentücher
Dancing,Das Tanzen,(usually uncountable)
Perfume,Das Parfüm,Die Parfüms
Network,Das Netzwerk,Die Netzwerke
Claim,Die Forderung,Die Forderungen
Nun,Die Nonne,Die Nonnen
Crown,Die Krone,Die Kronen
Railing,Das Geländer,Die Geländer
License,Die Lizenz,Die Lizenzen
Mercy,Die Gnade,(usually uncountable)
Balloon,Der Ballon,Die Ballons
Chaos,Das Chaos,(usually uncountable)
Fever,Das Fieber,(usually uncountable)
Locker,Der Schließfach,Die Schließfächer
Session,Die Sitzung,Die Sitzungen
Burst,Der Ausbruch,Die Ausbrüche
Peak,Der Gipfel,Die Gipfel
Drum,Die Trommel,Die Trommeln
Focus,Der Fokus,Die Foki
Frog,Der Frosch,Die Frösche
Benefit,Der Nutzen,Die Nutzen
Remark,Die Bemerkung,Die Bemerkungen
Tide,Die Flut,Die Fluten
Suspicion,Der Verdacht,Die Verdächte
Jeep,Der Jeep,Die Jeeps
Worry,Die Sorge,Die Sorgen
Literature,Die Literatur,(usually uncountable)
Archer,Der Bogenschütze,Die Bogenschützen
Household,Der Haushalt,Die Haushalte
Powder,Das Pulver,Die Pulver
Shepherd,Der Hirte,Die Hirten
Lens,Die Linse,Die Linsen
Favorite,Der Favorit,Die Favoriten
Madame,Die Dame,(no plural form)
Mansion,Die Villa,Die Villen
Boom,Der Boom,Die Booms
Lace,Die Spitze,Die Spitzen
Review,Die Bewertung,Die Bewertungen
Reception,Der Empfang,Die Empfänge
Scrap,Der Schrott,(usually uncountable)
Bead,Die Perle,Die Perlen
Glare,Das Blenden,(usually uncountable)
Flow,Der Fluss,Die Flüsse
Cafe,Das Café,Die Cafés
Status,Der Status,Die Stati
Pounding,Das Hämmern,(usually uncountable)
Rocket,Die Rakete,Die Raketen
Canyon,Die Schlucht,Die Schluchten
Sorrow,Die Trauer,(usually uncountable)
Spider,Die Spinne,Die Spinnen
Blast,Die Explosion,Die Explosionen
Personality,Die Persönlichkeit,Die Persönlichkeiten
Campus,Der Campus,Die Campi
Curse,Der Fluch,Die Flüche
Staircase,Das Treppenhaus,Die Treppenhäuser
Urge,Der Drang,Die Dränge
Frustration,Die Frustration,(usually uncountable)
Pump,Die Pumpe,Die Pumpen
Ease,Die Leichtigkeit,(usually uncountable)
Count,Der Graf,Die Grafen
Solution,Die Lösung,Die Lösungen
Jewelry,Der Schmuck,(usually uncountable)
Siren,Die Sirene,Die Sirenen
Hit,Der Hit,Die Hits
Tradition,Die Tradition,Die Traditionen
Curb,Der Bordstein,Die Bordsteine
Variety,Die Vielfalt,Die Vielfalten
Pirate,Der Pirat,Die Piraten
Description,Die Beschreibung,Die Beschreibungen
Dear,Der Liebling,Die Lieblinge
Anxiety,Die Angst,Die Ängste
Pitch,Die Tonhöhe,Die Tonhöhen
Pizza,Die Pizza,Die Pizzen
Elephant,Der Elefant,Die Elefanten
Politics,Die Politik,(usually uncountable)
Tennis,Das Tennis,(usually uncountable)
Hunger,Der Hunger,(usually uncountable)
Genius,Das Genie,Die Genies
Goat,Die Ziege,Die Ziegen
Victory,Der Sieg,Die Siege
Combination,Die Kombination,Die Kombinationen
Affiliation,Die Zugehörigkeit,Die Zugehörigkeiten
Momma,Die Mama,Die Mamas
Cape,Das Kap,Die Kaps
Headlight,Der Scheinwerfer,Die Scheinwerfer
Governor,Der Gouverneur,Die Gouverneure
Oxygen,Der Sauerstoff,(usually uncountable)
Bishop,Der Bischof,Die Bischöfe
Bundle,Das Bündel,Die Bündel
Development,Die Entwicklung,Die Entwicklungen
Fingernail,Der Fingernagel,Die Fingernägel
Score,Der Punktestand,Die Punktestände
Mate,Der Kamerad,Die Kameraden
Rider,Der Reiter,Die Reiter
Orbit,Die Umlaufbahn,Die Umlaufbahnen
Vine,Die Rebe,Die Reben
Suite,Die Suite,Die Suiten
Bartender,Der Barkeeper,Die Barkeeper
Coke,Die Cola,(usually uncountable)
Tune,Die Melodie,Die Melodien
Glory,Der Ruhm,(usually uncountable)
Rabbi,Der Rabbi,(plural form is Rabbiner)
Surgery,Die Operation,Die Operationen
Cattle,Das Rindvieh,(usually uncountable)
Ritual,Das Ritual,Die Rituale
Greeting,Der Gruß,Die Grüße
Slice,Die Scheibe,Die Scheiben
Homer,Der Homer,Die Homers
Fireplace,Der Kamin,Die Kamine
Jersey,Das Trikot,Die Trikots
Media,Die Medien,(plural noun)
Pop,Der Knall,Die Knalle
Cargo,Die Ladung,Die Ladungen
Inn,Die Herberge,Die Herbergen
Deputy,Der Stellvertreter,Die Stellvertreter
Despair,Die Verzweiflung,(usually uncountable)
Territory,Das Gebiet,Die Gebiete
Punch,Der Schlag,Die Schläge
Jazz,Der Jazz,(usually uncountable)
Hug,Die Umarmung,Die Umarmungen
Whistle,Die Pfeife,Die Pfeifen
Humanity,Die Menschheit,(usually uncountable)
Craft,Das Handwerk,Die Handwerke
Daylight,Das Tageslicht,(usually uncountable)
Worth,Der Wert,Die Werte
Slip,Die Einlage,Die Einlagen
Armor,Die Rüstung,Die Rüstungen
Backpack,Der Rucksack,Die Rucksäcke
Suggestion,Der Vorschlag,Die Vorschläge
Den,Die Höhle,Die Höhlen
Symbol,Das Symbol,Die Symbole
Colony,Die Kolonie,Die Kolonien
Conclusion,Der Schluss,Die Schlüsse
Nostril,Das Nasenloch,Die Nasenlöcher
Spear,Der Speer,Die Speere
Impulse,Der Impuls,Die Impulse
Tomato,Die Tomate,Die Tomaten
Calf,Das Kalb,Die Kälber
Autumn,Der Herbst,(usually uncountable)
Discovery,Die Entdeckung,Die Entdeckungen
Classroom,Das Klassenzimmer,Die Klassenzimmer
Delivery,Die Lieferung,Die Lieferungen
Spray,Das Spray,Die Sprays
Liquid,Die Flüssigkeit,Die Flüssigkeiten
Fuel,Der Treibstoff,(usually uncountable)
Underwear,Die Unterwäsche,(no plural form)
Dome,Die Kuppel,Die Kuppeln
Population,Die Bevölkerung,(usually uncountable)
Affection,Die Zuneigung,(usually uncountable)
Religion,Die Religion,Die Religionen
Singer,Der Sänger,Die Sängerinnen
Attendant,Der Bedienstete,Die Bediensteten
Illusion,Die Illusion,Die Illusionen
Link,Der Link,Die Links
Lounge,Die Lounge,Die Lounges
Interior,Das Innere,Die Innenräume
Shrug,Das Achselzucken,(usually uncountable)
Zone,Die Zone,Die Zonen
Standard,Der Standard,Die Standards
Coal,Die Kohle,(usually uncountable)
Chase,Die Jagd,Die Jagden
Lump,Der Kloß,Die Klöße
Charm,Der Charme,Die Charmes
Legend,Die Legende,Die Legenden
Consequence,Die Konsequenz,Die Konsequenzen
Observation,Die Beobachtung,Die Beobachtungen
Bicycle,Das Fahrrad,Die Fahrräder
Harm,Der Schaden,(usually uncountable)
Pay,Der Lohn,Die Löhne
Prospect,Die Aussicht,Die Aussichten
Subway,Die U-Bahn,Die U-Bahnen
Sample,Das Muster,Die Muster
Cherry,Die Kirsche,Die Kirschen
Dealer,Der Händler,Die Händler
Assignment,Die Aufgabe,Die Aufgaben
Hurry,Die Eile,(usually uncountable)
Mistress,Die Geliebte,Die Geliebten
Mound,Der Hügel,Die Hügel
Nonsense,Der Unsinn,(usually uncountable)
Committee,Der Ausschuss,Die Ausschüsse
Echo,Das Echo,Die Echos
Slack,Der Nachgiebigkeit,(usually uncountable)
Decker,Die Decker,(plural noun)
Warehouse,Das Lager,Die Lager
Bout,Der Kampf,Die Kämpfe
Toast,Der Toast,Die Toasts
Facility,Die Einrichtung,Die Einrichtungen
Basketball,Der Basketball,(usually uncountable)
Mustache,Der Schnurrbart,Die Schnurrbärte
Senator,Der Senator,Die Senatoren
Share,Die Aktie,Die Aktien
Eyelid,Das Augenlid,Die Augenlider
Enthusiasm,Die Begeisterung,(usually uncountable)
Chunk,Das Stück,Die Stücke
Turtle,Die Schildkröte,Die Schildkröten
Alcohol,Der Alkohol,(usually uncountable)
Gum,Der Kaugummi,Die Kaugummis
Turkey,Der Truthahn,Die Truthähne
Preacher,Der Prediger,Die Prediger
Possession,Der Besitz,(usually uncountable)
Dolly,Die Sackkarre,Die Sackkarren
Linen,Das Leinen,(usually uncountable)
Apology,Die Entschuldigung,Die Entschuldigungen
Lecture,Der Vortrag,Die Vorträge
Boulder,Der Fels,Die Felsen
Heap,Der Haufen,Die Haufen
Photographer,Der Fotograf,Die Fotografen
Brake,Die Bremse,Die Bremsen
Demand,Die Nachfrage,Die Nachfragen
Apron,Die Schürze,Die Schürzen
Cloak,Der Umhang,Die Umhänge
Jury,Die Jury,Die Jurys
Hearing,Die Anhörung,Die Anhörungen
Gray,Das Grau,(usually uncountable)
Crate,Die Kiste,Die Kisten
Method,Die Methode,Die Methoden
Reference,Die Referenz,Die Referenzen
Disgust,Der Ekel,(usually uncountable)
Liquor,Der Schnaps,Die Schnäpse
Lipstick,Der Lippenstift,Die Lippenstifte
Core,Der Kern,Die Kerne
Individual,Das Individuum,Die Individuen
Container,Der Container,Die Container
Whore,Die Hure,Die Huren
Infant,Das Kleinkind,Die Kleinkinder
Sunglasses,Die Sonnenbrille,Die Sonnenbrillen
Hose,Die Hose,Die Hosen
Concert,Das Konzert,Die Konzerte
Bullshit,Der Unsinn,(usually uncountable)
Railroad,Die Eisenbahn,Die Eisenbahnen
Parade,Die Parade,Die Paraden
Compartment,Das Abteil,Die Abteile
Resident,Der Bewohner,Die Bewohner
Oven,Der Ofen,Die Öfen
Technician,Der Techniker,Die Techniker
Procedure,Das Verfahren,Die Verfahren
Fighter,Der Kämpfer,Die Kämpfer
Grain,Das Korn,Die Körner
Picnic,Das Picknick,Die Picknicks
Tribe,Der Stamm,Die Stämme
Bud,Die Knospe,Die Knospen
Meadow,Die Wiese,Die Wiesen
Public,Die Öffentlichkeit,(usually uncountable)
Poison,Das Gift,Die Gifte
Buffalo,Der Büffel,Die Büffel
Region,Die Region,Die Regionen
Production,Die Produktion,Die Produktionen
Running,Das Laufen,(usually uncountable)
Loop,Die Schleife,Die Schleifen
Sleeping,Das Schlafen,(usually uncountable)
Soda,Die Limonade,Die Limonaden
Owl,Die Eule,Die Eulen
Menu,Das Menü,Die Menüs
Kick,Der Tritt,Die Tritte
Ruin,Der Ruin,Die Ruinen
Ramp,Die Rampe,Die Rampen
Streak,Die Streif,Die Streifen
Forearm,Der Unterarm,Die Unterarme
Bureau,Das Büro,Die Büros
Knuckle,Das Gelenk,Die Gelenke
Goose,Die Gans,Die Gänse
Advance,Der Fortschritt,Die Fortschritte
Fairy,Die Fee,Die Feen
Illness,Die Krankheit,Die Krankheiten
Squad,Das Kommando,Die Kommandos
Official,Der Beamte,Die Beamten
Brand,Die Marke,Die Marken
Organ,Das Organ,Die Organe
Butterfly,Der Schmetterling,Die Schmetterlinge
Empire,Das Imperium,Die Reiche
Profile,Das Profil,Die Profile
Liberty,Die Freiheit,Die Freiheiten
Disbelief,Der Unglaube,(usually uncountable)
Grove,Der Hain,Die Haine
Shield,Der Schild,Die Schilde
Saddle,Der Sattel,Die Sättel
Odds,Die Chancen,(plural noun)
Cluster,Der Cluster,Die Cluster
Satellite,Der Satellit,Die Satelliten
Trigger,Der Auslöser,Die Auslöser
Puppy,Der Welpe,Die Welpen
Waiting,Das Warten,(usually uncountable)
Bulb,Die Glühbirne,Die Glühbirnen
Dresser,Die Kommode,Die Kommoden
Patrol,Die Patrouille,Die Patrouillen
Eagle,Der Adler,Die Adler
Privacy,Die Privatsphäre,(no plural form)
Fluid,Die Flüssigkeit,Die Flüssigkeiten
Herd,Die Herde,(plural noun)
Headache,Die Kopfschmerzen,(plural noun)
Amusement,Die Unterhaltung,Die Unterhaltungen
Wheelchair,Der Rollstuhl,Die Rollstühle
Policy,Die Politik,(usually uncountable)
Belle,Die Schönheit,Die Schönheiten
Tobacco,Der Tabak,(usually uncountable)
Setting,Die Einstellung,Die Einstellungen
Tattoo,Das Tattoo,Die Tattoos
Burden,Die Belastung,Die Belastungen
Merchant,Der Händler,Die Händler
Slide,Die Rutsche,Die Rutschen
Stain,Der Fleck,Die Flecken
Eating,Das Essen,(usually uncountable)
Bond,Die Bindung,Die Bindungen
Swimming,Das Schwimmen,(usually uncountable)
Foundation,Die Stiftung,Die Stiftungen
Injury,Die Verletzung,Die Verletzungen
League,Die Liga,Die Ligen
Battery,Die Batterie,Die Batterien
Umbrella,Der Regenschirm,Die Regenschirme
Emperor,Der Kaiser,Die Kaiser
Pier,Der Pier,Die Piers
Tap,Der Wasserhahn,Die Wasserhähne
Wit,Das Witz,Die Witze
Cutter,Der Cutter,Die Cutter
Attic,Der Dachboden,Die Dachböden
Tiger,Der Tiger,Die Tiger
Pal,Der Freund,Die Freunde
Ancestor,Der Vorfahr,Die Vorfahren
Concentration,Die Konzentration,(usually uncountable)
Mount,Der Berg,Die Berge
Expense,Die Kosten,(plural noun)
Blessing,Der Segen,Die Segen
Leave,Der Urlaub,(usually uncountable)
Ledge,Der Vorsprung,Die Vorsprünge
Torch,Die Fackel,Die Fackeln
Ink,Die Tinte,(usually uncountable)
Plot,Die Handlung,Die Handlungen
Rent,Die Miete,Die Mieten
Mule,Die Maultier,Die Maultiere
Arch,Der Bogen,Die Bögen
Environment,Die Umwelt,Die Umwelten
Frown,Die Stirnrunzeln,(plural noun)
Inspector,Der Inspektor,Die Inspektoren
Midst,Die Mitte,Die Mitte
Embarrassment,Die Peinlichkeit,Die Peinlichkeiten
Complaint,Die Beschwerde,Die Beschwerden
Portion,Die Portion,Die Portionen
Chuck,Die Wegwerfen,(usually uncountable)
Clearing,Die Lichtung,Die Lichtungen
Crisis,Die Krise,Die Krisen
Necklace,Die Halskette,Die Halsketten
Lantern,Die Laterne,Die Laternen
Wealth,Der Reichtum,(usually uncountable)
Murderer,Der Mörder,Die Mörder
Civilization,Die Zivilisation,Die Zivilisationen
Concept,Das Konzept,Die Konzepte
Lamb,Das Lamm,Die Lämmer
Stride,Die Schritt,Die Schritte
Cuff,Das Manschette,Die Manschetten
Virgin,Die Jungfrau,Die Jungfrauen
Squirrel,Das Eichhörnchen,Die Eichhörnchen
Babe,Das Baby,Die Babys
Starling,Der Star,Die Stare
Depression,Die Depression,Die Depressionen
Storage,Die Lagerung,Die Lagerungen
Altar,Der Altar,Die Altäre
Tragedy,Die Tragödie,Die Tragödien
Resource,Die Ressource,Die Ressourcen
Traveler,Der Reisende,Die Reisenden
Trust,Das Vertrauen,(usually uncountable)
Arc,Der Bogen,Die Bögen
Kingdom,Das Königreich,Die Königreiche
Jewel,Das Juwel,Die Juwelen
Musician,Der Musiker,Die Musiker
Airplane,Das Flugzeug,Die Flugzeuge
Junk,Der Müll,(usually uncountable)
Sunshine,Der Sonnenschein,(usually uncountable)
Lad,Der Junge,Die Jungen
Elf,Der Elf,Die Elfen
Protest,Der Protest,Die Proteste
Hunt,Die Jagd,Die Jagden
Executive,Der Geschäftsführer,Die Geschäftsführer
Diary,Das Tagebuch,Die Tagebücher
Aspect,Der Aspekt,Die Aspekte
Dial,Das Zifferblatt,Die Zifferblätter
Slipper,Der Pantoffel,Die Pantoffel
Actress,Die Schauspielerin,Die Schauspielerinnen
Shooting,Das Schießen,(usually uncountable)
Earring,Der Ohrring,Die Ohrringe
Ant,Die Ameise,Die Ameisen
Patty,Das Brötchen,Die Brötchen
Sauce,Die Sauce,Die Saucen
Missile,Die Rakete,Die Raketen
Intensity,Die Intensität,(usually uncountable)
Ditch,Der Graben,Die Gräben
Daisy,Das Gänseblümchen,Die Gänseblümchen
Chapel,Die Kapelle,Die Kapellen
Swamp,Das Sumpf,Die Sümpfe
Relation,Die Beziehung,Die Beziehungen
Guess,Die Vermutung,Die Vermutungen
Crane,Der Kran,Die Kräne
Encounter,Das Aufeinandertreffen,Die Aufeinandertreffen
Sequence,Die Abfolge,Die Abfolgen
Fragment,Das Fragment,Die Fragmente
Draft,Die Ausarbeitung,Die Ausarbeitungen
Diner,Das Speiselokal,Die Speiselokale
Function,Die Funktion,Die Funktionen
Organization,Die Organisation,Die Organisationen
Skeleton,Das Skelett,Die Skelette
Misery,Das Elend,(usually uncountable)
Herb,Das Kraut,Die Kräuter
Stump,Der Stumpf,Die Stümpfe
Stake,Der Einsatz,Die Einsätze
Puff,Das Puff,Die Puffs
Creation,Die Schaffung,Die Schaffungen
Wake,Das Erwachen,Die Erwachen
Wizard,Der Zauberer,Die Zauberer
Mat,Das Matte,Die Matten
Seal,Die Dichtung,Die Dichtungen
Twilight,Die Dämmerung,(usually uncountable)
Grunt,Das Grunzen,Die Grunzen
Punishment,Die Bestrafung,Die Bestrafungen
Clan,Der Clan,Die Clans
Copper,Das Kupfer,(usually uncountable)
Debris,Der Schutt,(no plural form)
Painter,Der Maler,Die Maler
Steering,Die Lenkung,Die Lenkungen
Math,Die Mathematik,(usually uncountable)
Recognition,Die Anerkennung,(usually uncountable)
Temper,Der Gemüt,(usually uncountable)
Regret,Das Bedauern,(usually uncountable)
Destination,Das Ziel,Die Ziele
Mill,Die Mühle,Die Mühlen
Error,Der Fehler,Die Fehler
Romance,Die Romanze,Die Romanzen
Topic,Das Thema,Die Themen
Patio,Die Terrasse,Die Terrassen
Shovel,Die Schaufel,Die Schaufeln
Pajamas,Der Schlafanzug,Die Schlafanzüge
EMail,Die E-Mail,Die E-Mails
Pigeon,Die Taube,Die Tauben
Dinosaur,Der Dinosaurier,Die Dinosaurier
Industry,Die Industrie,Die Industrien
Operator,Der Operator,Die Operatoren
Lift,Der Aufzug,Die Aufzüge
Counselor,Der Berater,Die Berater
Gathering,Das Treffen,Die Treffen
Principle,Das Prinzip,Die Prinzipien
Drama,Das Drama,Die Dramen
Chick,Das Küken,Die Küken
Chart,Das Diagramm,Die Diagramme
Campaign,Die Kampagne,Die Kampagnen
Laurel,Der Lorbeer,Die Lorbeeren
Steak,Das Steak,Die Steaks
Criminal,Der Verbrecher,Die Verbrecher
Globe,Der Globus,Die Globen
Bruise,Der Bluterguss,Die Blutergüsse
Knob,Der Knopf,Die Knöpfe
Killing,Der Mord,Die Morde
Sweetheart,Die Liebste,Die Liebsten
Opera,Die Oper,Die Opern
Frost,Der Frost,(no plural form)
Nipple,Die Brustwarze,Die Brustwarzen
Reverend,Der Pfarrer,Die Pfarrer
Haze,Der Dunst,(usually uncountable)
Flood,Die Überschwemmung,Die Überschwemmungen
Carol,Das Lied,Die Lieder
Weakness,Die Schwäche,Die Schwächen
Cooking,Das Kochen,(usually uncountable)